Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Start_Date,Tenure_Months,Outstanding_Amount,Status,Credit_Risk
L002214,C02564,Business,120900.0,9.96,2024-01-08,60,82206.59,Closed,Low
L002215,C06611,Education,184000.0,10.35,2022-07-10,60,87211.25,Active,Low
L002216,C12813,Home,61800.0,15.17,2024-05-10,120,23278.71,Closed,High
L002217,C10823,Business,185100.0,9.29,2023-09-07,36,98837.21,Active,Medium
L002218,C07300,Personal,437300.0,10.89,2025-09-09,60,196275.16,Active,Medium
L002219,C04362,Personal,184800.0,6.51,2024-10-15,60,61438.14,Active,Low
L002220,C05251,Personal,224800.0,10.96,2025-12-25,120,176640.68,Defaulted,Medium
L002221,C12722,Personal,400900.0,10.79,2025-04-27,36,128878.51,Active,Medium
L002222,C05067,Home,204500.0,10.17,2023-11-01,12,23722.31,Active,Medium
L002223,C06383,Home,247100.0,6.78,2022-05-16,180,227658.55,Closed,Medium
L002224,C05270,Education,212600.0,15.73,2024-04-21,36,176458.0,Active,Medium
L002225,C13759,Home,220500.0,6.6,2023-05-25,240,89710.26,Active,Low
L002226,C05507,Personal,182800.0,9.43,2025-03-21,120,106696.91,Closed,Medium
L002227,C09630,Personal,776800.0,9.09,2022-01-16,120,602712.58,Active,Low
L002228,C01807,Business,50000.0,9.73,2025-08-13,120,3496.86,Active,Low
L002229,C02369,Education,140900.0,10.56,2024-12-30,36,44651.14,Overdue,Medium
L002230,C09037,Home,102300.0,11.93,2025-03-23,24,83202.72,Active,Low
L002231,C00574,Home,93400.0,10.69,2023-06-05,24,13402.42,Closed,Low
L002232,C00889,Business,131600.0,9.9,2023-05-26,240,12823.18,Active,Low
L002233,C05605,Home,67800.0,6.91,2025-07-24,36,32308.81,Closed,Low
L002234,C11719,Personal,75900.0,7.34,2025-05-29,120,19931.6,Active,Medium
L002235,C03979,Home,50000.0,10.18,2023-11-19,24,27973.07,Closed,Low
L002236,C07196,Business,53700.0,9.72,2025-07-10,12,43845.33,Active,Low
L002237,C05634,Auto,485800.0,9.1,2022-06-09,12,283136.65,Active,Low
L002238,C13943,Business,105100.0,10.26,2025-06-23,12,54445.47,Active,Medium
L002239,C09001,Personal,247300.0,10.8,2023-03-03,24,156715.93,Active,Low
L002240,C13033,Home,111000.0,11.28,2025-03-12,240,17981.71,Defaulted,Medium
L002241,C10970,Home,170700.0,8.94,2025-01-26,36,66476.41,Active,Low
L002242,C06658,Auto,154500.0,8.85,2025-05-31,12,20189.27,Active,Low
L002243,C06109,Education,311500.0,11.8,2024-03-06,120,58550.3,Active,Low
L002244,C06721,Personal,83900.0,8.63,2025-07-17,12,47417.71,Active,Medium
L002245,C10838,Personal,163600.0,14.6,2024-07-12,12,61317.17,Closed,Low
L002246,C11398,Personal,282200.0,12.42,2023-01-20,36,106269.93,Closed,Medium
L002247,C00898,Personal,566400.0,7.91,2023-09-11,120,344495.0,Closed,Medium
L002248,C03706,Auto,143200.0,10.29,2024-06-27,60,71043.24,Closed,Low
L002249,C02778,Personal,171300.0,16.2,2022-08-20,120,123587.27,Active,Low
L002250,C12503,Education,291000.0,14.77,2023-01-10,84,120210.18,Active,Low
L002251,C07698,Home,232000.0,11.55,2025-11-03,60,181770.4,Active,Low
L002252,C02029,Business,730800.0,16.15,2024-03-04,24,597063.66,Active,Low
L002253,C01820,Personal,655200.0,12.42,2025-07-12,12,554768.88,Active,High
L002254,C13638,Auto,222900.0,15.18,2022-07-24,120,33673.14,Active,Medium
L002255,C01417,Business,1048400.0,11.96,2022-06-07,36,597819.87,Overdue,Low
L002256,C12379,Personal,93900.0,13.42,2024-08-09,48,12704.95,Active,High
L002257,C05837,Business,202800.0,14.28,2024-08-25,12,182836.39,Closed,Medium
L002258,C07328,Home,480700.0,8.3,2022-11-01,24,366509.03,Active,High
L002259,C07875,Auto,102300.0,14.33,2024-02-01,60,78016.77,Active,Low
L002260,C11149,Business,104900.0,12.85,2025-12-11,24,59674.56,Active,High
L002261,C11121,Auto,723400.0,8.57,2022-10-23,120,477115.65,Active,Low
L002262,C14024,Personal,212100.0,9.87,2025-08-06,120,81616.01,Active,Medium
L002263,C08733,Home,215700.0,15.05,2024-09-04,60,34257.47,Closed,Low
L002264,C01678,Personal,62200.0,9.44,2025-06-15,120,9650.58,Closed,Low
L002265,C14723,Home,200800.0,14.99,2023-06-18,48,111724.93,Active,Low
L002266,C08381,Personal,112700.0,10.63,2023-09-08,12,24260.53,Active,Low
L002267,C01903,Auto,110400.0,13.3,2023-07-25,48,92632.27,Overdue,Medium
L002268,C01934,Personal,393000.0,9.84,2024-02-15,60,356239.05,Active,Low
L002269,C05621,Home,150800.0,13.77,2025-06-28,12,134219.44,Active,Medium
L002270,C09205,Education,90500.0,11.2,2025-11-19,120,37130.53,Active,Low
L002271,C14590,Home,169700.0,9.52,2024-03-10,180,19680.46,Closed,Low
L002272,C04936,Personal,192600.0,9.55,2025-06-15,12,90273.69,Active,Medium
L002273,C07298,Auto,373900.0,14.29,2022-05-26,240,76535.2,Closed,Low
L002274,C05062,Personal,95100.0,14.02,2022-11-18,84,75021.65,Closed,Low
L002275,C06726,Personal,198000.0,14.62,2022-04-17,84,45641.47,Active,Medium
L002276,C07228,Education,246100.0,16.21,2025-01-20,120,221180.69,Active,Low
L002277,C10837,Home,418500.0,10.61,2024-05-20,240,353910.22,Closed,Low
L002278,C14386,Personal,70700.0,9.33,2022-09-23,48,9263.62,Overdue,Low
L002279,C00956,Personal,144000.0,14.14,2025-11-16,120,86449.57,Active,Low
L002280,C07541,Home,50000.0,7.92,2024-09-02,240,14623.71,Closed,Low
L002281,C06173,Home,458400.0,7.56,2023-05-05,48,359576.07,Closed,Medium
L002282,C08598,Personal,161000.0,12.41,2023-09-27,120,139835.44,Active,Low
L002283,C07259,Home,70300.0,15.5,2022-02-05,60,24183.12,Active,Low
L002284,C11508,Home,155900.0,15.27,2022-02-05,24,78417.29,Active,High
L002285,C03618,Personal,104900.0,14.53,2023-12-09,84,60421.44,Active,Low
L002286,C01396,Personal,54600.0,9.86,2023-01-02,180,48615.94,Active,Medium
L002287,C02218,Home,60800.0,14.97,2025-11-25,24,30187.39,Active,Medium
L002288,C04673,Personal,86000.0,7.85,2022-12-09,12,30067.73,Active,Medium
L002289,C00150,Personal,155700.0,8.41,2024-07-18,48,84602.85,Closed,High
L002290,C03535,Auto,250500.0,7.25,2024-08-16,24,41560.71,Active,Medium
L002291,C12800,Home,176700.0,12.32,2024-12-03,180,55593.88,Active,Medium
L002292,C05607,Personal,243200.0,8.29,2024-09-16,120,223832.14,Active,Low
L002293,C11875,Personal,286100.0,9.62,2024-09-14,120,78714.87,Closed,Low
L002294,C01105,Home,74400.0,8.07,2022-12-12,12,21108.25,Overdue,Medium
L002295,C02650,Personal,73400.0,11.81,2025-05-05,120,42343.84,Active,Low
L002296,C04600,Auto,191000.0,11.11,2023-10-10,180,115420.36,Closed,High
L002297,C12946,Home,154900.0,7.65,2025-10-29,120,146352.34,Active,Low
L002298,C14765,Personal,165800.0,13.15,2025-11-23,36,112486.23,Overdue,Low
L002299,C05924,Business,635600.0,11.89,2022-04-17,120,368535.04,Active,Medium
L002300,C09808,Home,182200.0,10.2,2024-03-02,180,63540.43,Active,Low
L002301,C10045,Home,375400.0,8.89,2024-03-17,36,166365.59,Active,Medium
L002302,C06256,Auto,50000.0,15.32,2022-06-26,24,23832.34,Active,Low
L002303,C06805,Personal,50000.0,12.42,2023-04-20,84,30544.81,Active,Low
L002304,C05296,Home,285300.0,15.47,2023-12-29,48,140790.36,Active,Medium
L002305,C03740,Business,50000.0,12.99,2024-08-05,24,17404.12,Active,High
L002306,C13311,Home,229600.0,14.26,2022-06-25,120,65184.41,Closed,Low
L002307,C02026,Home,737400.0,14.83,2025-12-09,120,445354.85,Active,Medium
L002308,C13278,Home,147800.0,14.29,2024-09-22,84,28519.84,Overdue,Low
L002309,C07328,Home,50000.0,9.7,2025-12-06,84,6842.12,Active,Medium
L002310,C14744,Home,107000.0,14.34,2024-11-29,36,48488.36,Overdue,Medium
L002311,C14219,Home,164000.0,13.44,2022-04-07,60,13106.06,Defaulted,Low
L002312,C04037,Auto,98700.0,9.32,2023-06-21,12,46542.77,Closed,Low
L002313,C04556,Business,427600.0,13.95,2025-08-02,48,324965.44,Active,Low
L002314,C07534,Home,139200.0,14.78,2024-11-06,84,73840.77,Active,Low
L002315,C00738,Auto,118000.0,9.95,2022-11-29,120,90242.87,Closed,Low
L002316,C08105,Personal,204700.0,11.66,2022-01-30,12,74911.25,Active,Low
L002317,C08508,Home,207300.0,9.36,2022-05-14,60,185121.45,Overdue,Low
L002318,C12346,Auto,915300.0,11.23,2025-04-12,12,484394.43,Closed,Low
L002319,C13772,Business,429900.0,7.83,2022-06-22,60,391282.09,Active,Low
L002320,C06583,Auto,51500.0,11.54,2023-09-09,36,46821.51,Defaulted,Low
L002321,C12293,Home,51800.0,8.89,2025-04-12,240,35006.77,Active,Medium
L002322,C07148,Home,805700.0,14.64,2025-03-11,84,550059.13,Closed,Medium
L002323,C03959,Education,50000.0,13.92,2024-07-21,84,12192.74,Active,Low
L002324,C06045,Home,50000.0,15.63,2022-01-13,180,11874.71,Active,Low
L002325,C07529,Business,100500.0,14.36,2025-09-16,240,72645.71,Active,Low
L002326,C08367,Education,184200.0,13.75,2023-08-19,180,88258.29,Active,Medium
L002327,C07323,Business,188200.0,7.09,2022-12-28,240,111515.34,Closed,Medium
L002328,C06388,Personal,116100.0,13.85,2023-06-27,240,27722.72,Active,High
L002329,C00666,Business,1067200.0,10.98,2025-04-21,60,999206.84,Active,Low
L002330,C06661,Personal,313300.0,10.51,2024-10-28,36,184909.92,Active,Medium
L002331,C07677,Personal,180000.0,10.29,2023-04-17,84,69639.93,Active,Low
L002332,C06579,Education,95000.0,14.48,2023-08-21,24,30611.52,Active,Low
L002333,C03083,Home,794500.0,11.07,2024-11-01,24,234966.52,Active,Low
L002334,C03329,Education,219900.0,14.94,2023-04-26,12,139613.55,Active,Low
L002335,C09947,Home,50000.0,13.46,2024-02-28,48,34101.34,Active,Medium
L002336,C01802,Personal,520100.0,9.74,2022-01-22,84,447945.19,Overdue,Medium
L002337,C02355,Auto,117900.0,7.77,2022-01-31,48,68208.27,Overdue,Medium
L002338,C05075,Personal,120900.0,12.06,2024-05-11,120,42274.37,Active,High
L002339,C04705,Business,127000.0,13.49,2024-07-31,12,20719.52,Closed,Medium
L002340,C07425,Home,64200.0,15.88,2022-07-30,12,3459.22,Overdue,Low
L002341,C09742,Home,184400.0,7.57,2024-08-20,180,89604.89,Active,Medium
L002342,C04734,Personal,50000.0,7.63,2024-02-10,12,26988.64,Closed,Medium
L002343,C13789,Home,50000.0,11.58,2025-10-09,84,8115.41,Closed,Low
L002344,C05669,Home,169000.0,11.97,2022-01-21,84,156842.58,Closed,Low
L002345,C04692,Home,623600.0,12.9,2024-01-21,240,484229.46,Active,Medium
L002346,C13534,Auto,125700.0,10.52,2023-06-23,84,55758.57,Active,Low
L002347,C06216,Education,74700.0,16.37,2022-01-21,180,20835.89,Overdue,Low
L002348,C13662,Business,99000.0,15.34,2024-12-06,24,33454.67,Closed,Low
L002349,C03667,Home,68000.0,9.76,2025-10-16,36,22811.5,Closed,High
L002350,C11281,Education,71900.0,14.45,2024-11-07,180,60350.41,Active,Low
L002351,C03765,Personal,189500.0,9.64,2025-05-08,36,33958.69,Active,Low
L002352,C07701,Home,187300.0,13.73,2023-01-03,36,127420.69,Overdue,Medium
L002353,C00889,Home,369800.0,12.04,2022-10-08,24,239986.6,Active,Low
L002354,C11418,Home,60100.0,13.69,2024-01-02,60,55269.88,Closed,Medium
L002355,C05042,Business,363100.0,13.21,2024-04-02,60,272327.4,Active,Medium
L002356,C02509,Business,114900.0,7.27,2022-11-17,240,26570.76,Closed,Medium
L002357,C09338,Personal,369800.0,14.98,2022-07-12,36,76627.03,Active,Low
L002358,C02743,Personal,197400.0,10.86,2024-09-14,120,172201.49,Closed,Low
L002359,C13086,Education,72900.0,16.45,2022-03-23,60,27726.74,Overdue,Medium
L002360,C13735,Business,518400.0,15.63,2023-05-08,180,398494.3,Active,Medium
L002361,C06169,Home,121600.0,15.27,2024-10-27,60,99521.55,Active,Medium
L002362,C10207,Business,158000.0,13.0,2022-12-15,12,24687.16,Active,Medium
L002363,C07271,Auto,118800.0,8.72,2023-07-21,24,108525.5,Active,Medium
L002364,C03888,Home,931900.0,13.07,2025-03-31,60,477006.79,Active,Low
L002365,C13660,Personal,143200.0,15.8,2025-01-19,180,49582.09,Active,Low
L002366,C00333,Personal,50000.0,15.07,2024-10-19,240,6847.81,Active,Low
L002367,C14061,Personal,74800.0,7.07,2023-02-08,120,55867.71,Overdue,Low
L002368,C10760,Home,210800.0,15.91,2024-08-15,48,31570.15,Active,High
L002369,C03962,Education,233700.0,15.91,2022-12-24,24,79850.02,Active,Low
L002370,C06367,Auto,135400.0,8.03,2024-01-26,60,38448.04,Active,Low
L002371,C01044,Business,217300.0,14.41,2024-05-01,84,21154.43,Closed,Low
L002372,C04443,Personal,700300.0,8.96,2023-08-16,36,65457.75,Closed,Low
L002373,C09361,Auto,198000.0,6.55,2022-11-20,24,65041.57,Active,High
L002374,C02820,Personal,106500.0,9.11,2023-02-08,240,41193.66,Overdue,Low
L002375,C13016,Business,159900.0,9.96,2023-05-31,120,131443.76,Active,Low
L002376,C11161,Home,154000.0,7.94,2024-06-12,48,129879.92,Active,Medium
L002377,C14021,Personal,140300.0,7.54,2024-07-10,84,68504.74,Active,Medium
L002378,C12198,Personal,382000.0,9.63,2023-03-08,60,77802.17,Closed,Low
L002379,C03077,Personal,356500.0,10.7,2024-08-19,60,205090.01,Overdue,Medium
L002380,C00653,Personal,270900.0,15.4,2023-07-14,48,91659.67,Active,Medium
L002381,C02609,Business,163400.0,7.7,2023-06-12,240,135473.63,Active,Medium
L002382,C07793,Personal,116100.0,11.98,2025-05-30,48,15378.36,Active,Medium
L002383,C12224,Education,132900.0,9.4,2023-07-13,84,25559.72,Active,High
L002384,C04471,Personal,89800.0,7.19,2025-03-29,120,10644.48,Closed,Medium
L002385,C00286,Personal,93400.0,9.8,2024-07-02,180,53672.7,Active,Medium
L002386,C06013,Home,179900.0,14.96,2023-07-30,48,106934.51,Active,Low
L002387,C13337,Personal,76000.0,14.53,2024-08-06,48,60996.8,Overdue,Low
L002388,C07334,Business,171800.0,13.6,2024-04-05,180,54717.89,Active,Low
L002389,C14959,Home,362800.0,10.3,2024-03-10,84,278618.82,Active,High
L002390,C12368,Personal,136200.0,14.73,2024-04-21,240,79092.9,Active,Medium
L002391,C05435,Personal,484100.0,11.53,2024-11-24,240,70244.36,Active,Medium
L002392,C11934,Auto,390000.0,6.76,2022-08-18,48,246632.53,Active,Medium
L002393,C02093,Auto,204100.0,14.9,2025-03-31,240,89922.47,Active,Low
L002394,C11286,Home,76700.0,13.32,2024-10-01,60,38256.32,Active,Medium
L002395,C09519,Home,109600.0,9.86,2024-06-28,84,55107.76,Active,Low
L002396,C00501,Personal,50000.0,12.68,2023-12-12,48,13612.54,Active,Low
L002397,C00278,Personal,101000.0,13.97,2023-12-07,12,31188.22,Active,Low
L002398,C00031,Personal,470100.0,9.2,2025-12-16,240,319182.24,Active,Low
L002399,C08486,Business,109000.0,13.47,2025-06-15,36,98049.17,Closed,Low
L002400,C07289,Education,344200.0,12.61,2025-12-21,48,48305.14,Active,Medium
L002401,C09134,Education,54200.0,13.83,2024-09-20,180,26332.86,Overdue,Low
L002402,C14640,Business,198000.0,6.73,2024-08-05,240,93454.58,Defaulted,Low
L002403,C04570,Home,478200.0,7.67,2024-03-24,12,217302.94,Active,Low
L002404,C14657,Auto,144300.0,12.75,2024-03-12,180,133846.98,Active,Low
L002405,C04620,Personal,107200.0,8.77,2023-05-06,24,32686.0,Active,High
L002406,C08789,Home,781400.0,11.44,2023-04-22,12,434074.62,Active,Low
L002407,C12690,Home,112300.0,10.16,2022-06-03,12,61820.29,Defaulted,Low
L002408,C05549,Personal,467400.0,14.51,2024-02-11,60,89916.34,Active,Low
L002409,C02339,Auto,76700.0,8.52,2025-02-17,240,58147.36,Active,High
L002410,C06753,Education,133700.0,10.86,2025-08-24,180,87898.87,Active,High
L002411,C11049,Business,127000.0,11.15,2022-06-28,12,39167.95,Closed,Low
L002412,C02033,Education,143400.0,8.75,2023-01-24,180,86751.27,Active,Low
L002413,C03933,Home,163700.0,13.89,2024-07-07,48,36356.32,Active,Low
L002414,C10805,Home,149200.0,15.1,2023-03-19,180,11952.76,Active,High
L002415,C03342,Personal,98400.0,14.19,2024-02-04,180,42412.63,Closed,Low
L002416,C08436,Personal,378100.0,14.64,2024-06-24,24,45030.98,Active,Medium
L002417,C04714,Home,67100.0,9.87,2023-12-02,180,48693.85,Overdue,Low
L002418,C12789,Home,110000.0,6.64,2025-01-31,12,30505.3,Active,High
L002419,C11569,Personal,267200.0,7.01,2023-11-14,36,168132.41,Active,Low
L002420,C05557,Personal,123900.0,12.12,2023-12-28,120,60726.07,Active,High
L002421,C13074,Home,82200.0,14.07,2025-02-07,84,31880.48,Active,Medium
L002422,C10894,Auto,507100.0,7.93,2023-07-14,60,247632.78,Active,Low
L002423,C01345,Home,63400.0,12.45,2022-02-14,24,20840.99,Closed,Medium
L002424,C02795,Personal,283000.0,10.15,2025-11-30,36,226454.65,Active,Medium
L002425,C14942,Business,172500.0,13.3,2025-07-07,12,158667.11,Closed,Low
L002426,C09099,Home,1342600.0,7.22,2025-04-04,48,718399.33,Active,High
L002427,C05534,Personal,564000.0,12.51,2022-01-07,240,328565.63,Active,Medium
L002428,C04673,Business,50000.0,16.34,2025-09-10,12,24583.11,Overdue,Medium
L002429,C01983,Education,94400.0,7.59,2025-03-21,24,24932.76,Active,Low
L002430,C00964,Home,155800.0,16.09,2023-05-03,12,29357.88,Active,Medium
L002431,C06391,Home,161600.0,13.07,2023-03-14,60,127172.12,Active,Low
L002432,C00965,Home,394600.0,14.95,2025-09-01,36,304892.52,Closed,High
L002433,C09961,Auto,268200.0,16.11,2022-11-24,12,30664.88,Active,Medium
L002434,C04896,Personal,164700.0,13.45,2025-01-20,60,141690.63,Active,Medium
L002435,C05200,Auto,239900.0,7.06,2024-09-28,36,75280.43,Active,Low
L002436,C03746,Education,90000.0,16.3,2022-05-24,120,52903.68,Closed,Medium
L002437,C12447,Home,182500.0,9.0,2024-05-12,180,167598.87,Active,Low
L002438,C10052,Home,80100.0,9.15,2024-11-24,180,58452.35,Active,Low
L002439,C07823,Auto,149200.0,13.08,2024-12-10,180,63775.59,Active,Low
L002440,C13843,Education,554800.0,7.81,2022-02-24,120,373861.16,Active,Low
L002441,C03092,Personal,138800.0,12.74,2025-07-03,48,84041.56,Closed,Medium
L002442,C01244,Home,148800.0,12.94,2023-11-24,84,21423.41,Active,Low
L002443,C03421,Auto,217200.0,13.79,2024-08-05,24,71735.3,Active,Medium
L002444,C00743,Personal,210500.0,15.75,2023-12-29,180,64710.88,Closed,Medium
L002445,C13890,Home,159400.0,14.49,2024-05-02,180,52837.19,Overdue,Low
L002446,C04293,Auto,104900.0,6.9,2022-11-08,36,44207.11,Closed,Medium
L002447,C09161,Personal,112200.0,13.2,2025-06-05,84,104546.25,Active,Low
L002448,C02812,Home,228400.0,12.52,2023-11-28,36,169191.56,Active,Low
L002449,C10042,Home,188800.0,15.97,2023-11-15,120,45479.97,Active,Low
L002450,C10113,Auto,58700.0,10.67,2022-07-29,12,3602.76,Active,Low
L002451,C14986,Personal,235100.0,13.3,2024-04-21,84,84178.79,Closed,Medium
L002452,C02392,Education,313000.0,6.78,2024-09-03,24,265992.72,Overdue,Low
L002453,C00580,Home,204500.0,13.22,2022-04-03,24,69138.61,Closed,Low
L002454,C08808,Personal,477100.0,10.92,2023-01-19,12,237805.79,Active,Low
L002455,C09014,Home,203400.0,13.2,2024-11-06,24,101931.81,Overdue,Medium
L002456,C05323,Personal,82900.0,11.51,2022-09-08,60,77125.89,Active,Low
L002457,C01476,Personal,227500.0,7.59,2025-07-06,48,126714.32,Active,Low
L002458,C01709,Auto,175700.0,15.45,2025-09-26,24,163372.44,Overdue,Medium
L002459,C02764,Home,356000.0,14.69,2023-04-25,48,48071.36,Active,Low
L002460,C04789,Education,50000.0,7.53,2024-06-01,180,7684.81,Active,Low
L002461,C05579,Auto,140100.0,9.8,2022-09-04,120,115735.54,Overdue,Low
L002462,C01599,Home,172100.0,16.34,2025-10-09,12,135660.35,Active,Low
L002463,C03879,Personal,277700.0,7.72,2023-08-11,180,14157.02,Active,High
L002464,C01419,Education,50000.0,6.7,2024-08-17,84,46237.62,Closed,Medium
L002465,C04533,Home,50000.0,7.11,2022-10-13,48,6877.72,Active,Low
L002466,C07119,Home,91900.0,10.51,2023-05-05,84,8168.62,Active,High
L002467,C07475,Education,333900.0,15.73,2022-11-07,12,90651.63,Active,Low
L002468,C10043,Education,524600.0,9.52,2023-02-27,120,47818.26,Active,Low
L002469,C03743,Auto,78200.0,11.68,2024-05-14,24,7085.99,Closed,Medium
L002470,C05386,Personal,475500.0,8.02,2025-08-01,240,267589.78,Active,Low
L002471,C14266,Education,50000.0,11.51,2023-08-20,180,23642.79,Active,Medium
L002472,C01149,Auto,280200.0,11.49,2024-03-30,48,100680.74,Active,High
L002473,C08302,Personal,237800.0,12.48,2025-09-26,120,173178.74,Active,Low
L002474,C07199,Home,133900.0,11.75,2022-04-02,12,117055.38,Closed,Low
L002475,C04107,Personal,182800.0,7.99,2022-06-26,36,95091.13,Active,Medium
L002476,C11970,Personal,255200.0,12.95,2025-05-14,12,175947.92,Active,Low
L002477,C10588,Home,304300.0,7.81,2025-10-25,84,145047.82,Active,Medium
L002478,C11715,Auto,357800.0,11.6,2023-03-28,24,331005.92,Closed,Low
L002479,C05489,Education,169600.0,12.35,2023-10-12,180,132868.34,Active,Medium
L002480,C10041,Personal,257200.0,11.74,2024-02-04,24,236277.34,Active,Medium
L002481,C07877,Personal,232600.0,7.2,2024-09-25,36,165611.14,Closed,Low
L002482,C01797,Business,109500.0,13.82,2025-06-25,120,90121.09,Closed,Low
L002483,C06943,Home,127300.0,8.94,2025-08-17,48,25293.14,Active,Medium
L002484,C13371,Home,181500.0,12.69,2022-09-26,180,117662.31,Closed,Medium
L002485,C13005,Auto,184400.0,8.37,2024-01-21,12,26700.25,Active,Medium
L002486,C07463,Business,297600.0,8.88,2023-01-12,36,18901.59,Active,Low
L002487,C07730,Personal,500400.0,8.24,2025-05-13,48,452428.43,Closed,High
L002488,C06087,Business,85500.0,10.01,2023-06-11,48,60581.51,Defaulted,Medium
L002489,C05885,Home,116600.0,14.23,2023-12-12,48,85310.61,Closed,Medium
L002490,C02195,Business,247700.0,15.58,2025-03-05,60,202729.82,Active,Medium
L002491,C14462,Home,57700.0,8.55,2022-03-25,36,24576.63,Active,Medium
L002492,C01755,Personal,95200.0,12.45,2024-02-28,48,65789.38,Closed,Medium
L002493,C07914,Auto,123100.0,9.7,2024-06-02,180,92187.86,Closed,Medium
L002494,C10115,Personal,554100.0,10.9,2025-05-06,24,465734.0,Active,Low
L002495,C07748,Auto,95800.0,8.02,2024-12-04,24,61971.64,Closed,Medium
L002496,C02007,Auto,344600.0,14.43,2023-02-03,12,57574.76,Overdue,Low
L002497,C05661,Personal,140600.0,15.16,2023-09-29,84,42449.13,Active,Low
L002498,C06606,Home,125000.0,13.73,2022-03-07,240,115730.96,Active,Low
